ip.src,ip.dst,eth.src,eth.dst,frame.len,frame.time_epoch,relative_time
10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:01,4410,1681746228.182163,2434.080353975296
10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:01,7306,1681746228.182163,2434.080353975296
10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:01,2962,1681746228.182015,2434.0802059173584
10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:01,8754,1681746228.182015,2434.0802059173584
10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:01,4410,1681746228.18217,2434.080360889435
10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:01,7306,1681746228.18217,2434.080360889435
10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:01,2962,1681746228.182022,2434.0802130699158
10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:01,10202,1681746228.182022,2434.0802130699158
10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:01,4410,1681746228.182177,2434.080368041992
10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:01,7306,1681746228.182177,2434.080368041992
10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:01,2962,1681746228.182029,2434.0802199840546
10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:01,4410,1681746228.182183,2434.0803740024567
10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:01,7306,1681746228.182029,2434.0802199840546
10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:01,7306,1681746228.182183,2434.0803740024567
10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:01,4410,1681746228.18203,2434.080220937729
10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:01,7306,1681746228.182193,2434.080384016037
10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:01,5858,1681746228.182043,2434.0802340507507
10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:01,4410,1681746228.182193,2434.080384016037
10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:01,7306,1681746228.182194,2434.0803849697113
10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:01,2962,1681746228.182047,2434.080237865448
10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:01,4410,1681746228.182194,2434.0803849697113
10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:01,2962,1681746228.182048,2434.080239057541
10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:01,1514,1681746228.182212,2434.0804030895233
10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:01,4410,1681746228.182059,2434.0802500247955
10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:01,4410,1681746228.182059,2434.0802500247955
10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:01,5858,1681746228.18206,2434.08025097847
10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:01,1514,1681746228.18206,2434.08025097847
10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:01,5858,1681746228.182071,2434.0802619457245
10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:01,5858,1681746228.182071,2434.0802619457245
10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:01,1514,1681746228.182071,2434.0802619457245
10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:01,1514,1681746228.182078,2434.0802688598633
10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:01,1754,1681746228.18241,2434.080600976944
10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:01,66,1681746228.182876,2434.081067085266
10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:01,83,1681746228.182951,2434.0811419487
10.0.0.3,10.0.0.1,00:00:00:00:00:03,00:00:00:00:00:01,66,1681746228.190489,2434.0886800289154
10.0.0.3,10.0.0.1,00:00:00:00:00:03,00:00:00:00:00:01,66,1681746228.190492,2434.0886828899384
10.0.0.3,10.0.0.1,00:00:00:00:00:03,00:00:00:00:00:01,109,1681746228.19054,2434.0887310504913
10.0.0.3,10.0.0.1,00:00:00:00:00:03,00:00:00:00:00:01,66,1681746228.190552,2434.0887429714203
10.0.0.3,10.0.0.1,00:00:00:00:00:03,00:00:00:00:00:01,66,1681746228.190594,2434.08878493309
10.0.0.3,10.0.0.1,00:00:00:00:00:03,00:00:00:00:00:01,66,1681746228.190597,2434.0887880325317
10.0.0.3,10.0.0.1,00:00:00:00:00:03,00:00:00:00:00:01,66,1681746228.190601,2434.0887920856476
10.0.0.3,10.0.0.1,00:00:00:00:00:03,00:00:00:00:00:01,66,1681746228.190606,2434.0887970924377
10.0.0.3,10.0.0.1,00:00:00:00:00:03,00:00:00:00:00:01,66,1681746228.190609,2434.0887999534607
10.0.0.3,10.0.0.1,00:00:00:00:00:03,00:00:00:00:00:01,66,1681746228.190613,2434.0888040065765
10.0.0.3,10.0.0.1,00:00:00:00:00:03,00:00:00:00:00:01,66,1681746228.19062,2434.0888109207153
10.0.0.3,10.0.0.1,00:00:00:00:00:03,00:00:00:00:00:01,66,1681746228.190627,2434.0888180732727
10.0.0.3,10.0.0.1,00:00:00:00:00:03,00:00:00:00:00:01,66,1681746228.190629,2434.0888199806213
10.0.0.3,10.0.0.1,00:00:00:00:00:03,00:00:00:00:00:01,66,1681746228.190631,2434.08882188797
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,66,1681746228.192407,2434.0905978679657
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,66,1681746228.192561,2434.090751886368
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,66,1681746228.192415,2434.0906059741974
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,66,1681746228.192574,2434.0907649993896
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,66,1681746228.192428,2434.0906190872192
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,66,1681746228.192581,2434.0907719135284
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,66,1681746228.192428,2434.0906190872192
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,78,1681746228.192444,2434.090635061264
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,78,1681746228.192597,2434.0907878875732
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,66,1681746228.192444,2434.090635061264
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,78,1681746228.192597,2434.0907878875732
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,66,1681746228.192597,2434.0907878875732
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,78,1681746228.192612,2434.0908029079437
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,78,1681746228.192461,2434.090651988983
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,66,1681746228.192462,2434.0906529426575
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,66,1681746228.192462,2434.0906529426575
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,66,1681746228.192462,2434.0906529426575
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,78,1681746228.192622,2434.090812921524
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,66,1681746228.192471,2434.0906620025635
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,66,1681746228.192622,2434.090812921524
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,66,1681746228.192623,2434.0908138751984
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,66,1681746228.192473,2434.090663909912
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,66,1681746228.192474,2434.0906648635864
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,66,1681746228.192475,2434.0906660556793
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,109,1681746228.192526,2434.0907170772552
10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:01,66,1681746228.192923,2434.0911140441895
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,66,1681746228.192918,2434.0911090373993
10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:01,66,1681746228.19293,2434.0911209583282
10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:01,66,1681746228.192966,2434.0911569595337
10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:01,66,1681746228.19297,2434.0911610126495
10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:01,66,1681746228.192976,2434.091166973114
10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:01,66,1681746228.192978,2434.0911688804626
10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:01,66,1681746228.192982,2434.0911729335785
10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:01,66,1681746228.192989,2434.091180086136
10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:01,66,1681746228.192996,2434.0911870002747
10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:01,66,1681746228.193036,2434.091227054596
10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:01,66,1681746228.193038,2434.0912289619446
10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:01,109,1681746228.193116,2434.09130692482
10.0.0.2,10.0.0.1,00:00:00:00:00:02,00:00:00:00:00:01,66,1681746228.193651,2434.0918419361115
10.0.0.2,10.0.0.1,00:00:00:00:00:02,00:00:00:00:00:01,66,1681746228.193653,2434.0918440818787
10.0.0.2,10.0.0.1,00:00:00:00:00:02,00:00:00:00:00:01,109,1681746228.193529,2434.091719865799
10.0.0.2,10.0.0.1,00:00:00:00:00:02,00:00:00:00:00:01,66,1681746228.193745,2434.0919358730316
10.0.0.2,10.0.0.1,00:00:00:00:00:02,00:00:00:00:00:01,66,1681746228.193764,2434.091954946518
10.0.0.2,10.0.0.1,00:00:00:00:00:02,00:00:00:00:00:01,66,1681746228.193767,2434.0919580459595
10.0.0.2,10.0.0.1,00:00:00:00:00:02,00:00:00:00:00:01,66,1681746228.193931,2434.092122077942
10.0.0.2,10.0.0.1,00:00:00:00:00:02,00:00:00:00:00:01,66,1681746228.193936,2434.092127084732
10.0.0.2,10.0.0.1,00:00:00:00:00:02,00:00:00:00:00:01,66,1681746228.193941,2434.092132091522
10.0.0.2,10.0.0.1,00:00:00:00:00:02,00:00:00:00:00:01,66,1681746228.193949,2434.0921399593353
10.0.0.2,10.0.0.1,00:00:00:00:00:02,00:00:00:00:00:01,66,1681746228.193956,2434.092146873474
10.0.0.2,10.0.0.1,00:00:00:00:00:02,00:00:00:00:00:01,66,1681746228.193959,2434.0921499729156
10.0.0.2,10.0.0.1,00:00:00:00:00:02,00:00:00:00:00:01,66,1681746228.193961,2434.0921518802643
10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:01,66,1681746228.253552,2434.1517429351807
10.0.0.5,10.0.0.1,00:00:00:00:00:05,00:00:00:00:00:01,66,1681746228.254123,2434.1523139476776
10.0.0.5,10.0.0.1,00:00:00:00:00:05,00:00:00:00:00:01,78,1681746228.254276,2434.1524670124054
10.0.0.5,10.0.0.1,00:00:00:00:00:05,00:00:00:00:00:01,66,1681746228.254133,2434.152323961258
10.0.0.5,10.0.0.1,00:00:00:00:00:05,00:00:00:00:00:01,78,1681746228.25429,2434.1524810791016
10.0.0.5,10.0.0.1,00:00:00:00:00:05,00:00:00:00:00:01,66,1681746228.254161,2434.1523518562317
10.0.0.5,10.0.0.1,00:00:00:00:00:05,00:00:00:00:00:01,66,1681746228.254314,2434.1525049209595
10.0.0.5,10.0.0.1,00:00:00:00:00:05,00:00:00:00:00:01,66,1681746228.254161,2434.1523518562317
10.0.0.5,10.0.0.1,00:00:00:00:00:05,00:00:00:00:00:01,78,1681746228.254327,2434.1525180339813
10.0.0.5,10.0.0.1,00:00:00:00:00:05,00:00:00:00:00:01,78,1681746228.254176,2434.152366876602
10.0.0.5,10.0.0.1,00:00:00:00:00:05,00:00:00:00:00:01,78,1681746228.254327,2434.1525180339813
10.0.0.5,10.0.0.1,00:00:00:00:00:05,00:00:00:00:00:01,66,1681746228.254176,2434.152366876602
10.0.0.5,10.0.0.1,00:00:00:00:00:05,00:00:00:00:00:01,78,1681746228.254215,2434.152405977249
10.0.0.5,10.0.0.1,00:00:00:00:00:05,00:00:00:00:00:01,78,1681746228.25437,2434.1525609493256
10.0.0.5,10.0.0.1,00:00:00:00:00:05,00:00:00:00:00:01,78,1681746228.254215,2434.152405977249
10.0.0.5,10.0.0.1,00:00:00:00:00:05,00:00:00:00:00:01,86,1681746228.25437,2434.1525609493256
10.0.0.5,10.0.0.1,00:00:00:00:00:05,00:00:00:00:00:01,66,1681746228.25437,2434.1525609493256
10.0.0.5,10.0.0.1,00:00:00:00:00:05,00:00:00:00:00:01,66,1681746228.25437,2434.1525609493256
10.0.0.5,10.0.0.1,00:00:00:00:00:05,00:00:00:00:00:01,66,1681746228.254225,2434.1524159908295
10.0.0.5,10.0.0.1,00:00:00:00:00:05,00:00:00:00:00:01,66,1681746228.254225,2434.1524159908295
10.0.0.5,10.0.0.1,00:00:00:00:00:05,00:00:00:00:00:01,66,1681746228.254381,2434.15257191658
10.0.0.5,10.0.0.1,00:00:00:00:00:05,00:00:00:00:00:01,66,1681746228.254226,2434.152416944504
10.0.0.5,10.0.0.1,00:00:00:00:00:05,00:00:00:00:00:01,66,1681746228.254381,2434.15257191658
10.0.0.5,10.0.0.1,00:00:00:00:00:05,00:00:00:00:00:01,66,1681746228.254235,2434.15242600441
10.0.0.5,10.0.0.1,00:00:00:00:00:05,00:00:00:00:00:01,66,1681746228.254389,2434.152580022812
10.0.0.5,10.0.0.1,00:00:00:00:00:05,00:00:00:00:00:01,66,1681746228.254235,2434.15242600441
10.0.0.5,10.0.0.1,00:00:00:00:00:05,00:00:00:00:00:01,66,1681746228.254389,2434.152580022812
10.0.0.5,10.0.0.1,00:00:00:00:00:05,00:00:00:00:00:01,66,1681746228.254243,2434.152433872223
10.0.0.5,10.0.0.1,00:00:00:00:00:05,00:00:00:00:00:01,78,1681746228.254247,2434.1524379253387
10.0.0.5,10.0.0.1,00:00:00:00:00:05,00:00:00:00:00:01,66,1681746228.254401,2434.152591943741
10.0.0.5,10.0.0.1,00:00:00:00:00:05,00:00:00:00:00:01,66,1681746228.254401,2434.152591943741
10.0.0.5,10.0.0.1,00:00:00:00:00:05,00:00:00:00:00:01,66,1681746228.254401,2434.152591943741
10.0.0.5,10.0.0.1,00:00:00:00:00:05,00:00:00:00:00:01,78,1681746228.254406,2434.152596950531
10.0.0.5,10.0.0.1,00:00:00:00:00:05,00:00:00:00:00:01,86,1681746228.254407,2434.1525979042053
10.0.0.5,10.0.0.1,00:00:00:00:00:05,00:00:00:00:00:01,66,1681746228.254255,2434.1524460315704
10.0.0.5,10.0.0.1,00:00:00:00:00:05,00:00:00:00:00:01,66,1681746228.254408,2434.1525988578796
10.0.0.5,10.0.0.1,00:00:00:00:00:05,00:00:00:00:00:01,66,1681746228.254255,2434.1524460315704
10.0.0.5,10.0.0.1,00:00:00:00:00:05,00:00:00:00:00:01,66,1681746228.254255,2434.1524460315704
10.0.0.5,10.0.0.1,00:00:00:00:00:05,00:00:00:00:00:01,94,1681746228.254409,2434.1526000499725
10.0.0.5,10.0.0.1,00:00:00:00:00:05,00:00:00:00:00:01,86,1681746228.254258,2434.1524488925934
10.0.0.5,10.0.0.1,00:00:00:00:00:05,00:00:00:00:00:01,78,1681746228.25426,2434.1524510383606
10.0.0.5,10.0.0.1,00:00:00:00:00:05,00:00:00:00:00:01,109,1681746228.254403,2434.152594089508
10.0.0.5,10.0.0.1,00:00:00:00:00:05,00:00:00:00:00:01,66,1681746228.254632,2434.152822971344
10.0.0.3,10.0.0.1,00:00:00:00:00:03,00:00:00:00:00:01,66,1681746228.255854,2434.154044866562
10.0.0.2,10.0.0.1,00:00:00:00:00:02,00:00:00:00:00:01,66,1681746228.315153,2434.213343858719
10.0.0.2,10.0.0.1,00:00:00:00:00:02,00:00:00:00:00:01,124,1681746229.22398,2435.1221709251404
10.0.0.2,10.0.0.1,00:00:00:00:00:02,00:00:00:00:00:01,66,1681746229.22403,2435.122220993042
10.0.0.2,10.0.0.1,00:00:00:00:00:02,00:00:00:00:00:01,83,1681746229.224192,2435.122382879257
10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:01,124,1681746229.242467,2435.140657901764
10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:01,66,1681746229.242565,2435.1407558918
10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:01,83,1681746229.242813,2435.1410040855408
10.0.0.5,10.0.0.1,00:00:00:00:00:05,00:00:00:00:00:01,124,1681746229.822357,2435.720547914505
10.0.0.5,10.0.0.1,00:00:00:00:00:05,00:00:00:00:00:01,66,1681746229.822633,2435.7208240032196
10.0.0.5,10.0.0.1,00:00:00:00:00:05,00:00:00:00:00:01,83,1681746229.822772,2435.720963001251
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,124,1681746232.129616,2438.027806997299
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,66,1681746232.129766,2438.0279569625854
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,83,1681746232.129815,2438.0280060768127
10.0.0.3,10.0.0.1,00:00:00:00:00:03,00:00:00:00:00:01,124,1681746232.233288,2438.131479024887
10.0.0.3,10.0.0.1,00:00:00:00:00:03,00:00:00:00:00:01,66,1681746232.233609,2438.1317999362946
10.0.0.3,10.0.0.1,00:00:00:00:00:03,00:00:00:00:00:01,83,1681746232.234022,2438.1322128772736
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,66,1681746232.234947,2438.1331379413605
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,66,1681746232.234954,2438.133145093918
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,66,1681746232.234973,2438.1331639289856
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,66,1681746232.234977,2438.1331679821014
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,66,1681746232.234981,2438.1331720352173
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,66,1681746232.234984,2438.1331748962402
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,66,1681746232.234986,2438.1331770420074
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,66,1681746232.23499,2438.1331808567047
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,66,1681746232.234993,2438.1331839561462
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,66,1681746232.234995,2438.133185863495
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,66,1681746232.234999,2438.1331899166107
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,66,1681746232.235002,2438.1331930160522
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,66,1681746232.235004,2438.133194923401
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,66,1681746232.235008,2438.1331989765167
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,66,1681746232.23501,2438.1332008838654
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,66,1681746232.235012,2438.1332030296326
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,109,1681746232.235097,2438.1332879066467
10.0.0.6,10.0.0.1,00:00:00:00:00:06,00:00:00:00:00:01,66,1681746232.235148,2438.1333389282227
10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:01,66,1681746232.235551,2438.13374209404
10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:01,66,1681746232.23556,2438.1337509155273
10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:01,66,1681746232.235577,2438.133768081665
10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:01,66,1681746232.23558,2438.133770942688
10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:01,109,1681746232.235751,2438.133941888809
10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:01,66,1681746232.235774,2438.1339650154114
10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:01,66,1681746232.235785,2438.133975982666
10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:01,66,1681746232.235792,2438.133982896805
10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:01,66,1681746232.235796,2438.1339869499207
10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:01,66,1681746232.235804,2438.1339950561523
10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:01,66,1681746232.235805,2438.1339960098267
10.0.0.4,10.0.0.1,00:00:00:00:00:04,00:00:00:00:00:01,66,1681746232.236293,2438.134484052658
10.0.0.2,10.0.0.1,00:00:00:00:00:02,00:00:00:00:00:01,66,1681746232.246658,2438.144849061966
10.0.0.2,10.0.0.1,00:00:00:00:00:02,00:00:00:00:00:01,66,1681746232.246665,2438.1448559761047
10.0.0.2,10.0.0.1,00:00:00:00:00:02,00:00:00:00:00:01,66,1681746232.246668,2438.1448590755463
10.0.0.2,10.0.0.1,00:00:00:00:00:02,00:00:00:00:00:01,66,1681746232.246671,2438.144861936569
10.0.0.2,10.0.0.1,00:00:00:00:00:02,00:00:00:00:00:01,66,1681746232.246673,2438.1448640823364
10.0.0.2,10.0.0.1,00:00:00:00:00:02,00:00:00:00:00:01,66,1681746232.24669,2438.1448810100555
10.0.0.2,10.0.0.1,00:00:00:00:00:02,00:00:00:00:00:01,66,1681746232.246693,2438.1448838710785
10.0.0.2,10.0.0.1,00:00:00:00:00:02,00:00:00:00:00:01,66,1681746232.246695,2438.1448860168457
10.0.0.2,10.0.0.1,00:00:00:00:00:02,00:00:00:00:00:01,66,1681746232.246698,2438.1448888778687
10.0.0.2,10.0.0.1,00:00:00:00:00:02,00:00:00:00:00:01,66,1681746232.246702,2438.1448929309845
10.0.0.2,10.0.0.1,00:00:00:00:00:02,00:00:00:00:00:01,66,1681746232.246731,2438.144922018051
10.0.0.2,10.0.0.1,00:00:00:00:00:02,00:00:00:00:00:01,66,1681746232.246735,2438.144926071167
10.0.0.2,10.0.0.1,00:00:00:00:00:02,00:00:00:00:00:01,66,1681746232.246737,2438.1449279785156
10.0.0.2,10.0.0.1,00:00:00:00:00:02,00:00:00:00:00:01,66,1681746232.246743,2438.14493393898
10.0.0.2,10.0.0.1,00:00:00:00:00:02,00:00:00:00:00:01,66,1681746232.246748,2438.1449389457703
10.0.0.2,10.0.0.1,00:00:00:00:00:02,00:00:00:00:00:01,66,1681746232.246761,2438.144952058792
10.0.0.2,10.0.0.1,00:00:00:00:00:02,00:00:00:00:00:01,66,1681746232.246764,2438.144954919815
10.0.0.2,10.0.0.1,00:00:00:00:00:02,00:00:00:00:00:01,109,1681746232.246854,2438.145045042038
10.0.0.2,10.0.0.1,00:00:00:00:00:02,00:00:00:00:00:01,66,1681746232.247077,2438.1452679634094
10.0.0.3,10.0.0.1,00:00:00:00:00:03,00:00:00:00:00:01,66,1681746232.256442,2438.1546330451965
10.0.0.3,10.0.0.1,00:00:00:00:00:03,00:00:00:00:00:01,66,1681746232.256448,2438.154639005661
10.0.0.3,10.0.0.1,00:00:00:00:00:03,00:00:00:00:00:01,66,1681746232.256451,2438.154641866684
10.0.0.3,10.0.0.1,00:00:00:00:00:03,00:00:00:00:00:01,66,1681746232.256453,2438.154644012451
10.0.0.3,10.0.0.1,00:00:00:00:00:03,00:00:00:00:00:01,66,1681746232.256456,2438.154646873474
10.0.0.3,10.0.0.1,00:00:00:00:00:03,00:00:00:00:00:01,66,1681746232.256469,2438.154659986496
10.0.0.3,10.0.0.1,00:00:00:00:00:03,00:00:00:00:00:01,66,1681746232.256472,2438.1546630859375
10.0.0.3,10.0.0.1,00:00:00:00:00:03,00:00:00:00:00:01,66,1681746232.256474,2438.154664993286
10.0.0.3,10.0.0.1,00:00:00:00:00:03,00:00:00:00:00:01,66,1681746232.256477,2438.1546680927277
10.0.0.3,10.0.0.1,00:00:00:00:00:03,00:00:00:00:00:01,66,1681746232.256481,2438.154671907425
10.0.0.3,10.0.0.1,00:00:00:00:00:03,00:00:00:00:00:01,66,1681746232.256519,2438.1547100543976
10.0.0.3,10.0.0.1,00:00:00:00:00:03,00:00:00:00:00:01,66,1681746232.256526,2438.1547169685364
10.0.0.3,10.0.0.1,00:00:00:00:00:03,00:00:00:00:00:01,66,1681746232.25653,2438.154721021652
10.0.0.3,10.0.0.1,00:00:00:00:00:03,00:00:00:00:00:01,66,1681746232.256532,2438.154722929001
10.0.0.3,10.0.0.1,00:00:00:00:00:03,00:00:00:00:00:01,66,1681746232.256533,2438.154723882675
10.0.0.3,10.0.0.1,00:00:00:00:00:03,00:00:00:00:00:01,66,1681746232.256534,2438.154725074768
10.0.0.3,10.0.0.1,00:00:00:00:00:03,00:00:00:00:00:01,66,1681746232.256535,2438.1547260284424
10.0.0.3,10.0.0.1,00:00:00:00:00:03,00:00:00:00:00:01,66,1681746232.256557,2438.1547479629517
10.0.0.3,10.0.0.1,00:00:00:00:00:03,00:00:00:00:00:01,66,1681746232.256559,2438.1547498703003
10.0.0.3,10.0.0.1,00:00:00:00:00:03,00:00:00:00:00:01,109,1681746232.256582,2438.1547729969025
10.0.0.3,10.0.0.1,00:00:00:00:00:03,00:00:00:00:00:01,66,1681746232.256475,2438.1546659469604
10.0.0.5,10.0.0.1,00:00:00:00:00:05,00:00:00:00:00:01,66,1681746232.285948,2438.1841390132904
10.0.0.5,10.0.0.1,00:00:00:00:00:05,00:00:00:00:00:01,66,1681746232.285957,2438.1841480731964
10.0.0.5,10.0.0.1,00:00:00:00:00:05,00:00:00:00:00:01,66,1681746232.285974,2438.1841650009155
10.0.0.5,10.0.0.1,00:00:00:00:00:05,00:00:00:00:00:01,66,1681746232.285978,2438.1841690540314
10.0.0.5,10.0.0.1,00:00:00:00:00:05,00:00:00:00:00:01,66,1681746232.285981,2438.1841719150543
10.0.0.5,10.0.0.1,00:00:00:00:00:05,00:00:00:00:00:01,66,1681746232.285984,2438.184175014496
10.0.0.5,10.0.0.1,00:00:00:00:00:05,00:00:00:00:00:01,66,1681746232.285987,2438.184177875519
10.0.0.5,10.0.0.1,00:00:00:00:00:05,00:00:00:00:00:01,66,1681746232.28599,2438.1841809749603
